elapsed_time_s,pca_value
0.1,0.0
0.2,0.17424706244053922
0.3,0.23938334547484552
0.4,0.08154500012714816
0.5,0.09268038039292181
0.6,0.2464977173653093
0.7,0.11654195551348856
0.8,0.06368707700949194
0.9,0.0656812766876689
1.0,0.05933473511873345
1.1,0.09337010882984725
1.2,0.013620134219853475
1.3,0.03978895827072339
1.4,0.044032345431161024
1.5,0.06415780018435736
1.6,0.01570113357851821
1.7,0.07354365108971464
1.8,0.13075085930262154
1.9,0.025110622505816305
2.0,0.09188999276213777
2.1,0.09769488059044018
2.2,0.11393216019874725
2.3,0.013473901719752102
2.4,0.0359716007132215
2.5,0.21383461478558274
2.6,0.01592122679670871
2.7,0.4154080867146305
2.8,0.18687144838210434
2.9,0.33266254645904125
3.0,0.5108216779562489
3.1,0.6244776629352724
3.2,0.32620456506222384
3.3,0.36976679572079396
3.4,0.39547320439429656
3.5,0.4233589712034982
3.6,0.00725277108674538
3.7,0.14765787677879638
3.8,0.18209042687242283
3.9,0.11563565624547589
4.0,0.5088263150600889
4.1,0.519896447841427
4.2,0.3736487829478714
4.3,0.5762904732849776
4.4,0.8249454917092909
4.5,0.8155280849736557
4.6,0.2110693314285974
4.7,0.6068079386428678
4.8,0.6814452609817123
4.9,0.4594356080150923
5.0,0.48108989978502725
5.1,0.33585688912566547
5.2,0.26544297441114195
5.3,0.346957868878643
5.4,0.32573686067428587
5.5,0.2838811640709298
5.6,0.2812612213244874
5.7,0.2648830381818552
5.8,0.3514290011917953
5.9,0.1949364292460971
6.0,0.3537719101052814
6.1,0.4660146746429381
6.2,0.49200899349771987
6.3,0.5400501474116622
6.4,0.6293854875236772
6.5,0.6451444043313999
6.6,0.48956483866337674
6.7,0.5995649399637782
6.8,0.4598992304773126
6.9,0.5702250650046086
7.0,0.43915838964407716
7.1,0.3698084623999556
7.2,0.29217102516548055
7.3,0.14703101015222653
7.4,0.157545609321742
7.5,0.18530539385846656
7.6,0.2480277770641237
7.7,0.15517662635534468
7.8,0.20543112228904714
7.9,0.166637472181852
8.0,0.18754759193585036
8.1,0.08220508945859817
8.2,0.2527251314233441
8.3,0.31305728870262606
8.4,0.3742287666255396
8.5,0.40386067436621187
8.6,0.42229600818868707
8.7,0.45796032433158396
8.8,0.4258766875456056
8.9,0.3408792386473074
9.0,0.34563581121106957
9.1,0.33726322509879547
9.2,0.3652679788312325
12.3,0.16944425478544756
12.4,0.2924099592694114
12.5,0.14681881555025378
12.6,0.2644207056839859
12.7,0.29362024569813827
12.8,0.1353113642287147
12.9,0.36399805485099823
13.0,0.47144591485676934
13.1,0.5221809463840276
13.2,0.5526027251470584
13.3,0.5117044232901464
13.4,0.4546246568993839
13.5,0.35656098803431835
13.6,0.5038846336402838
13.7,0.4271324382245919
13.8,0.28075767688105724
13.9,0.3134099194485853
14.0,0.23428681326680023
14.1,0.13236086956734017
14.2,0.11578664120869953
14.3,0.11414459490521045
14.4,0.11170740934441858
14.5,0.011889318913510749
