elapsed_time_s,pca_value
15.640640020370483,0.0
15.821482181549072,0.12290559075451596
16.014261484146118,-0.06638528083146045
16.2050518989563,-0.03634369740434129
16.40530562400818,-0.08012030389273184
16.58835196495056,0.015986398857401163
16.771830558776855,-0.01607481483242501
16.971655130386353,0.07519212974172995
17.171983003616333,0.035038663171265805
17.35498285293579,-0.004031281784440788
17.53877544403076,0.014722626783844506
17.739217042922974,-0.21134804297897158
17.932584762573242,0.06176352724955958
18.121083974838257,0.07612434539961921
18.308030605316162,-0.003448274554457509
18.50545072555542,-0.10186409233830296
18.68906807899475,-0.0415967803991808
18.872315883636475,0.02274812989147046
19.07172656059265,-0.02688436727758914
19.272254467010498,-0.0934209007120832
19.471986293792725,0.0922906091502691
19.67155170440674,0.11229417098998296
19.85540533065796,0.13580282458997717
20.054957151412964,0.08162692680920847
20.254276275634766,0.021589376848671904
20.50543522834778,0.0014526495959925612
37.38649129867554,-1.2618885884810558
37.585333824157715,-1.6759466265178182
37.78618550300598,-1.506930291184036
37.98609375953674,-0.948757807494808
38.18615674972534,-1.0695424375419122
38.385721921920776,-0.597197577044976
38.58495306968689,-0.5770284846436489
38.786975145339966,0.009690094713430297
38.968961238861084,0.09260466852289562
39.15274953842163,-0.155411997205807
39.35329461097717,-0.46668359013493144
39.57775664329529,-0.19469179545761306
39.73586559295654,-0.91393416060345
39.936296701431274,-0.9058702403922199
40.13537359237671,-0.847823085820715
40.32204818725586,-0.9156962208192978
40.51740860939026,-0.8099290811258237
40.71863913536072,-0.7817090488685866
40.90438175201416,-0.8471703251701854
41.086111545562744,-0.8372960725053973
41.285765647888184,-0.8536272436338733
41.468987226486206,-0.8175050440357726
41.652642250061035,-0.714930125140514
41.83581900596619,-0.8912487071120699
42.108845233917236,-0.9215727439792576
42.3527615070343,-0.9297595088141086
42.55219602584839,-0.8727130595223066
42.84867548942566,-0.8641378545204772
43.25819540023804,-0.7297153166239785
43.88368463516235,-0.8678888737162819
44.08500671386719,-0.7408830372019015
44.28569030761719,-0.8185629326418145
44.468225717544556,-0.769973875740292
44.71890926361084,-0.771021374318832
44.91861534118652,-1.0048192103654705
45.11877250671387,-0.7570498773303307
45.31820893287659,-0.6403599524229815
45.51841187477112,-0.8063694786478814
45.71830892562866,-0.7031974467149708
45.91981387138367,-0.7309119323502309
46.10155534744263,-0.7351675968765442
46.30436849594116,-0.6761113176440029
46.484809160232544,-0.7233721381545909
46.68496060371399,-0.6576812895671029
46.86692833900452,-0.6300469010864869
47.06859755516052,-0.6289765098568394
47.268080949783325,-0.6186597044781615
