elapsed_time_s,pca_value
0.1,0.0
0.2,0.0048722150847941405
0.3,0.01696707792076673
0.4,0.02838196258948078
0.5,0.05491624632534994
0.6,0.08998076558100657
0.7,0.12820895290425877
0.8,0.1957955872947062
0.9,0.2581351319923582
1.0,0.3222385504001096
1.1,0.3639923887466224
1.2,0.3887589517469561
1.3,0.4137918685776213
1.4,0.43889786030002714
1.5,0.4546018210391771
1.6,0.4741324604384074
1.7,0.492086633694272
1.8,0.508706522228729
1.9,0.5246311588465512
2.0,0.5307113161936189
2.1,0.5346072964051407
2.2,0.5399253932483576
2.3,0.5452069758943313
2.4,0.5477031322467943
2.5,0.5468439275823992
2.6,0.5477898939534287
2.7,0.5432404446734371
2.8,0.5364703228827163
2.9,0.5350187481074941
3.0,0.5288805321934115
3.1,0.5182350413723341
3.2,0.5151397078741898
3.3,0.5089215288070701
3.4,0.4978982825603175
3.5,0.4886544491422983
3.6,0.47929887151366574
3.7,0.47219898920771713
3.8,0.46270714874174945
3.9,0.45964220937901673
4.0,0.4517448197747824
4.1,0.44663570989336515
4.2,0.43967767597947366
4.3,0.42954298321491513
4.4,0.42492083461428926
4.5,0.4195889909585275
4.6,0.4170132512781027
4.7,0.41452909276116473
4.8,0.4082916262800337
4.9,0.4049089654841769
5.0,0.40251391181982693
5.1,0.4033778518117322
5.2,0.40415381391046246
5.3,0.40986151825414535
5.4,0.40803697443072595
5.5,0.4080421993572545
5.6,0.4033335640738034
5.7,0.400406222910971
5.8,0.4018769098838922
5.9,0.3973120393212827
6.0,0.4009898436506523
6.1,0.4383689548464944
6.2,0.46897991759649393
6.3,0.48494449295791947
6.4,0.4910433273810352
6.5,0.5407925402182998
6.6,0.5796532158767739
6.7,0.602231561087823
6.8,0.6563943082825499
6.9,0.6826781118921827
7.0,0.7187177997979766
7.1,0.7629059962862723
7.2,0.7848326958371599
7.3,0.815425704260981
7.4,0.8415119882664579
7.5,0.8651100861865478
7.6,0.8876830712427165
7.7,0.9064794279505259
7.8,0.920908918184989
7.9,0.9331687322945604
8.0,0.9449442465721162
8.1,0.9588760660490612
8.2,0.9716736479191436
8.3,0.9804991701826117
8.4,0.9923391370133255
8.5,1.0047379768779352
8.6,1.0153297045963157
8.7,1.020206753658662
8.8,1.0274670278734253
8.9,1.0437048281914363
9.0,1.0565266209522937
12.1,1.0537514898719837
12.2,1.0519211798732495
12.3,1.0452129205488387
12.4,1.050936156410112
12.5,1.0528012948556673
12.6,1.0476361354967882
12.7,1.0367862793237523
12.8,1.0307682227385966
12.9,1.0253900664317706
13.0,1.0175914025064936
13.1,1.0137990485619681
13.2,1.014380325142883
13.3,1.0034028800247718
13.4,1.0035733521882322
13.5,1.0041554639103316
13.6,1.009543774792264
13.7,1.0093241705867224
13.8,1.0073110154023885
13.9,1.01034135091223
14.0,1.0202653300948032
14.1,1.0239038001717107
14.2,1.0245340083110528
14.3,1.0216094993937535
14.4,1.0225776106705444
14.5,1.0252260490938503
14.6,1.0254515816026242
14.7,1.0332994530418707
14.8,1.0278728003619597
14.9,1.028003367738979
15.0,1.0269832628275368
15.1,1.0267780312979011
18.2,1.0102220506319497
18.3,1.0015294843478344
18.4,0.9894436533744551
18.5,0.9710304316783713
18.6,0.9542205531818949
18.7,0.9499302589147111
18.8,0.9429075658872685
18.9,0.929824401303946
19.0,0.9230036546642055
19.1,0.9104930064652657
19.2,0.9001556152064727
19.3,0.8868929054279916
19.4,0.88226849879755
19.5,0.8664189425070029
19.6,0.8511939728641236
19.7,0.8371019982214565
19.8,0.8247693463207258
