elapsed_time_s,pca_value
14.393693685531616,0.0
14.573550939559937,0.002717313410791633
14.762529850006104,0.010829973655725533
14.95503282546997,0.02316308740274793
15.155242443084717,0.047548854275207816
15.355319261550903,0.049150352156053664
15.555317163467407,0.050521553121359426
15.738239765167236,0.091802480961439
15.923065185546875,0.138844816385278
16.122008323669434,0.17800276471659277
16.310497045516968,0.23463082792189555
16.505146503448486,0.3097388996747822
16.688030004501343,0.38955665603568834
17.138718605041504,0.42728313262280093
17.33847403526306,0.5495911220264005
17.538094520568848,0.6539593917429017
17.737831115722656,0.729628107033182
17.93800377845764,0.793826158569144
18.138224124908447,0.8475455776093226
18.321601390838623,0.8921872800091196
18.52160143852234,0.9369686436664588
18.721735954284668,0.9734857309176459
18.903324604034424,1.0050242480076284
19.104565620422363,1.0311328896928809
19.304041147232056,1.0453093066889312
19.487889289855957,1.059015857238802
19.7072970867157,1.0720598582128138
19.88628578186035,1.0829858785580546
20.07088041305542,1.0700888047830128
20.271674156188965,1.043349628941119
20.482752561569214,1.0412629668189082
20.671818494796753,1.0386864342733104
20.84456205368042,1.0250783067532767
21.03675651550293,1.0082772084811862
21.371931314468384,1.005379166077517
21.935022830963135,1.0248521170351301
23.186466693878174,1.042543634930471
24.667438983917236,1.060317905048094
25.537020921707153,1.0889372778419955
26.831706523895264,1.1001215944588094
27.341981410980225,1.1047144423063637
27.936113357543945,1.1133016741467525
28.134706497192383,1.1073002733809922
28.33629536628723,1.1049329946358
28.53431248664856,1.111487041316213
28.891457080841064,1.1235348873375761
29.051591873168945,1.124386378360796
29.252225160598755,1.1087510678810577
29.45256757736206,1.0819620818155549
29.65380835533142,1.030132024261819
29.84205198287964,0.9937832774440994
30.03641438484192,0.9493814753775809
30.220267057418823,0.9229562108251518
30.42538356781006,0.8804724060392642
30.63530421257019,0.8367415409402335
30.80265974998474,0.8086062402177097
30.985950231552124,0.779600260605849
31.18577551841736,0.7450208500037664
31.368740797042847,0.7101987674847475
31.569523572921753,0.6815757635788783
31.7524836063385,0.6541511412609957
31.9531729221344,0.6292279282392952
32.153215646743774,0.6027749252190405
32.56220364570618,0.5791276490658592
32.86824011802673,0.5542612517669425
33.06879234313965,0.5337879175190707
33.25156211853027,0.5081244166283632
33.452418088912964,0.4836671568459354
33.65264368057251,0.4636371505368319
33.85228371620178,0.450608469739929
34.052077531814575,0.42832337844028184
34.23597693443298,0.40790034622795507
34.43526005744934,0.39087709580989133
34.61876964569092,0.37323979341831287
34.81898212432861,0.35754673220844896
35.018524408340454,0.34177757624595384
35.20249819755554,0.32984212842490696
35.38511276245117,0.3165466271008943
35.585219621658325,0.3009581102503805
35.76853084564209,0.292596523837645
35.96855020523071,0.28165928901451487
36.168808460235596,0.27509300451760615
36.36885094642639,0.26705060101520106
36.56853437423706,0.25446220419551896
36.81855511665344,0.2529646444843374
37.001973390579224,0.24697331914984674
37.184574127197266,0.247807295785538
37.36814761161804,0.2487035387649444
37.56797480583191,0.25129438514180896
37.768444776535034,0.2512827671378064
37.96833252906799,0.24695598080181844
38.168344497680664,0.2431251651613687
38.36828422546387,0.2365067034875267
38.56740045547485,0.23224487734765353
38.7681303024292,0.22483455868122706
38.96822547912598,0.21876675703839257
39.15202808380127,0.21853243045499537
39.35166001319885,0.2194347850493276
39.55220699310303,0.2121288970593066
39.751917362213135,0.211651103799859
39.951780796051025,0.21044776358884226
40.15151286125183,0.21245587805740784
40.352352142333984,0.21824301068022647
40.55179762840271,0.2176996906121118
40.751458406448364,0.21890288333026595
41.16812539100647,0.21955912107563372
