elapsed_time_s,x_ms2,y_ms2,z_ms2,pca_value,ema_value
0.1,9.842563024902343,0.43574470214843747,1.0079588989257813,0.0,0.0
0.2,9.935936889648437,0.5243301635742187,1.0223241088867188,0.0647541926265438,0.012950838525308761
0.3,9.928754284667969,0.4908113403320312,0.9337386474609375,0.0363472440259196,0.01763011962543093
0.4,9.93354268798828,0.4860229370117187,0.9241618408203125,0.03786963272276456,0.021678022244897656
0.5,9.928754284667969,0.4525041137695312,0.8643067993164062,0.0732854162829506,0.03199950105250825
0.6,9.981426721191406,0.4165910888671875,0.7158662963867187,0.20861449389189746,0.0673224996203861
0.7,9.943119494628906,0.38307226562499996,0.6727706665039062,0.21439129159608972,0.09673625801552682
0.8,9.957484704589843,0.4381389038085937,0.8810662109374999,0.006312331228971013,0.07865147265821568
0.9,9.897629663085937,0.42377369384765623,0.622492431640625,0.22314942318116787,0.10755106276280611
1.0,10.108319409179687,0.3687070556640625,0.5770026000976562,0.2898106094017563,0.14400297209059615
1.1,9.974244116210937,0.6607996582031249,0.41898529052734373,0.377347746787811,0.19067192703003916
1.2,9.90241806640625,0.3950432739257812,0.6967126831054687,0.0685013071198175,0.16623780304799482
1.3,10.072406384277343,0.0383072265625,0.11252747802734374,0.7142604016130819,0.2758423227610123
1.4,10.007762939453125,0.17477672119140625,-0.0909796630859375,0.7936975452613328,0.37941336726107644
1.5,10.0748005859375,0.04548983154296875,-0.5578489868164063,1.1977596416725325,0.5430826221433677
1.6,10.050858569335936,-0.5195417602539062,-0.70868369140625,1.4579544948101764,0.7260569966767294
1.7,10.026916552734374,-0.19871873779296872,-0.5817910034179687,1.1369400376919054,0.8082336048797646
1.8,10.08677159423828,-0.15083470458984374,-0.4070142822265625,0.9103593771484584,0.8286587593335034
1.9,10.046070166015625,-0.09816226806640624,-0.35673604736328124,0.7951273609302281,0.8219524796528483
2.0,10.005368737792969,-0.08858546142578125,-0.41898529052734373,0.8018273035493242,0.8179274444321436
2.1,10.01733974609375,-0.1149216796875,-0.5027823486328125,0.8473777972502932,0.8238175149957736
2.2,10.053252770996092,-0.17477672119140625,-0.46686932373046874,0.8046578373387439,0.8199855794643678
2.3,9.993397729492187,-0.14125789794921875,-0.34715924072265625,0.6487487865303909,0.7857382208775725
2.4,10.098742602539062,-0.06464344482421874,-0.38307226562499996,0.628887574767501,0.7543680916555583
2.5,10.077194787597655,-0.08140285644531249,-0.5195417602539062,0.727483133749012,0.7489911000742491
2.6,10.065223779296874,-0.1580173095703125,-0.5195417602539062,0.7296860726619441,0.7451300945917881
2.7,10.101136804199218,-0.05985504150390625,-0.4740519287109375,0.6262363561878568,0.7213513469110019
2.8,10.038887561035155,-0.047884033203124995,-0.40222587890625,0.5316436257112522,0.683409802671052
2.9,10.01015714111328,-0.07900865478515624,-0.4836287353515625,0.5949605615321409,0.6657199544432699
3.0,10.031704956054687,-0.10773907470703124,-0.3280056274414062,0.4520188559027456,0.6229797347351651
3.1,10.101136804199218,-0.09816226806640624,-0.4955997436523437,0.5858206117437901,0.6155479101368901
3.2,9.991003527832031,-0.13168109130859373,-0.4525041137695312,0.5348279746524313,0.5994039230399985
3.3,10.036493359375,-0.10295067138671875,-0.5698199951171875,0.6136731706558666,0.6022577725631721
3.4,10.184933862304687,-0.13168109130859373,-0.5003881469726562,0.5576570729965784,0.5933376326498534
3.5,10.12507882080078,-0.07422025146484375,-0.5602431884765625,0.5669985627474284,0.5880698186693685
3.6,10.091559997558592,-0.1005564697265625,-0.49320554199218747,0.49991958453631113,0.5704397718427571
3.7,10.065223779296874,-0.2154781494140625,-0.5027823486328125,0.5387697498377441,0.5641057674417544
3.8,10.134655627441406,-0.08858546142578125,-0.5219359619140624,0.496458585439544,0.5505763310413124
3.9,10.002974536132811,-0.11013327636718749,-0.15083470458984374,0.1532879137258435,0.4711186475782187
4.0,10.091559997558592,-0.17956512451171874,-0.45968671875,0.4580501561675768,0.4685049492960903
4.1,10.077194787597655,-0.1197100830078125,-0.3806780639648437,0.3516771447315191,0.4451393883831761
4.2,10.046070166015625,-0.1580173095703125,-0.5578489868164063,0.5128326762162553,0.45867804594979195
4.3,10.031704956054687,-0.1292868896484375,-0.39983167724609375,0.3482683656185025,0.4365961098835341
4.4,10.053252770996092,-0.076614453125,-0.4261678955078125,0.3441312248496884,0.418103132876765
4.5,10.046070166015625,-0.12689268798828124,-0.5985504150390625,0.509050837126501,0.4362926737267122
